"match_id","balls_per_over","team1","team2","gender","season","date","event","venue","city","toss_winner","toss_decision","umpire1","umpire2","match_referee","winner","winner_wickets","winner_runs","method","outcome","tv_umpire","player_of_match","reserve_umpire"
1297986,6,"Essex","Kent","male","2022",2022-08-11,"Royal London One-Day Cup","County Ground, Chelmsford","Chelmsford","Essex","bat","BV Taylor","ID Blackwell","PM Such","Essex",NA,182,NA,NA,NA,NA,NA
1297987,6,"Derbyshire","Hampshire","male","2022",2022-08-12,"Royal London One-Day Cup","County Ground, Derby","Derby","Hampshire","field","Naeem Ashraf","N Pratt","AM Smith (2)","Hampshire",2,NA,NA,NA,NA,NA,NA
1297988,6,"Gloucestershire","Durham","male","2022",2022-08-12,"Royal London One-Day Cup","Riverside Ground, Chester-le-Street","Chester-le-Street","Durham","field","DJ Millns","JD Shantry","DE Malcolm","Gloucestershire",NA,6,NA,NA,NA,NA,NA
1297989,6,"Leicestershire","Somerset","male","2022",2022-08-12,"Royal London One-Day Cup","Grace Road, Leicester","Leicester","Somerset","field","Hassan Adnan","P Mustard","AJ Swann","Leicestershire",NA,45,NA,NA,NA,NA,NA
1297990,6,"Glamorgan","Northamptonshire","male","2022",2022-08-12,"Royal London One-Day Cup","County Ground, Northampton","Northampton","Glamorgan","bat","NA Mallender","PD Nicholls","H Pack","Northamptonshire",6,NA,NA,NA,NA,NA,NA
1297991,6,"Middlesex","Nottinghamshire","male","2022",2022-08-12,"Royal London One-Day Cup","Gorse Lane, Grantham","Grantham","Nottinghamshire","field","AC Harris","James Middlebrook","JJ Swift","Middlesex",NA,27,NA,NA,NA,NA,NA
1297992,6,"Warwickshire","Sussex","male","2022",2022-08-12,"Royal London One-Day Cup","Mitchells and Butlers' Ground, Birmingham","Birmingham","Warwickshire","bat","Chris Watts","S Widdup","WR Smith","Warwickshire",NA,4,NA,NA,NA,NA,NA
1297993,6,"Essex","Glamorgan","male","2022",2022-08-14,"Royal London One-Day Cup","County Ground, Chelmsford","Chelmsford","Essex","bat","AC Harris","Mark Newell","JJ Swift","Essex",NA,103,NA,NA,NA,NA,NA
1297994,6,"Lancashire","Hampshire","male","2022",2022-08-14,"Royal London One-Day Cup","The Rose Bowl, Southampton","Southampton","Lancashire","bat","PR Pollard","Surendiran Shanmugam","JJ Whitaker","Hampshire",2,NA,NA,NA,NA,NA,NA
1297995,6,"Northamptonshire","Kent","male","2022",2022-08-14,"Royal London One-Day Cup","St Lawrence Ground, Canterbury","Canterbury","Northamptonshire","bat","Hassan Adnan","Naeem Ashraf","AM Smith","Kent",4,NA,NA,NA,NA,NA,NA
1297996,6,"Leicestershire","Warwickshire","male","2022",2022-08-14,"Royal London One-Day Cup","Grace Road, Leicester","Leicester","Leicestershire","bat","James Middlebrook","Tom Lungley","Wayne Noon","Leicestershire",NA,131,NA,NA,NA,NA,NA
1297997,6,"Durham","Nottinghamshire","male","2022",2022-08-14,"Royal London One-Day Cup","Gorse Lane, Grantham","Grantham","Durham","bat","NA Mallender","S Redfern","WR Smith","Nottinghamshire",2,NA,NA,NA,NA,NA,NA
1297998,6,"Somerset","Middlesex","male","2022",2022-08-14,"Royal London One-Day Cup","The Cooper Associates County Ground, Taunton","Taunton","Middlesex","field","Chris Watts","JC Tredwell","SG Hinks","Middlesex",1,NA,NA,NA,NA,NA,NA
1297999,6,"Sussex","Surrey","male","2022",2022-08-14,"Royal London One-Day Cup","County Ground, Hove","Brighton","Surrey","field","BJ Peverall","RJ Bailey","AJ Swann","Sussex",NA,216,NA,NA,NA,NA,NA
1298000,6,"Derbyshire","Worcestershire","male","2022",2022-08-14,"Royal London One-Day Cup","County Ground, New Road, Worcester","Worcester","Worcestershire","field","JD Shantry","NGB Cook","Phil Whitticase","Derbyshire",NA,47,NA,NA,NA,NA,NA
1298002,6,"Durham","Sussex","male","2022",2022-08-17,"Royal London One-Day Cup","Riverside Ground, Chester-le-Street","Chester-le-Street","Durham","bat","RJ Warren","SJ O'Shaughnessy","WR Smith","Sussex",4,NA,NA,NA,NA,NA,NA
1298003,6,"Essex","Yorkshire","male","2022",2022-08-17,"Royal London One-Day Cup","County Ground, Chelmsford","Chelmsford","Essex","bat","Mansoor Qureshi","NGB Cook","JJ Swift","Essex",NA,88,"D/L",NA,NA,NA,NA
1298004,6,"Glamorgan","Lancashire","male","2022",2022-08-17,"Royal London One-Day Cup","The Gnoll, Neath","Neath","Lancashire","field","JD Shantry","PK Baldwin","SG Hinks","Lancashire",9,NA,NA,NA,NA,NA,NA
1298005,6,"Gloucestershire","Leicestershire","male","2022",2022-08-17,"Royal London One-Day Cup","County Ground, Bristol","Bristol","Leicestershire","field","BV Taylor","PD Nicholls","DA Cosker","Leicestershire",4,NA,NA,NA,NA,NA,NA
1298006,6,"Northamptonshire","Worcestershire","male","2022",2022-08-17,"Royal London One-Day Cup","County Ground, Northampton","Northampton","Worcestershire","field","ID Blackwell","Tom Lungley","AM Smith (2)","Worcestershire",6,NA,"D/L",NA,NA,NA,NA
1298007,6,"Surrey","Somerset","male","2022",2022-08-17,"Royal London One-Day Cup","Kennington Oval, London","London","Somerset","field","NJ Llong","Surendiran Shanmugam","SJ Davis","Surrey",NA,43,"D/L",NA,NA,NA,NA
1298008,6,"Warwickshire","Nottinghamshire","male","2022",2022-08-17,"Royal London One-Day Cup","Mitchells and Butlers' Ground, Birmingham","Birmingham","Nottinghamshire","field","PR Pollard","Rob White","AJ Swann","Warwickshire",NA,14,NA,NA,NA,NA,NA
1298009,6,"Hampshire","Glamorgan","male","2022",2022-08-19,"Royal London One-Day Cup","The Gnoll, Neath","Neath","Glamorgan","field","Rob White","S Redfern","Wayne Noon","Glamorgan",7,NA,NA,NA,NA,NA,NA
1298010,6,"Yorkshire","Kent","male","2022",2022-08-19,"Royal London One-Day Cup","St Lawrence Ground, Canterbury","Canterbury","Kent","field","RJ Warren","Surendiran Shanmugam","AM Smith","Kent",3,NA,"D/L",NA,NA,NA,NA
1298011,6,"Northamptonshire","Lancashire","male","2022",2022-08-19,"Royal London One-Day Cup","Stanley Park, Blackpool","Blackpool","Lancashire","field","N Pratt","PJ Hartley","JJ Whitaker","Lancashire",4,NA,NA,NA,NA,NA,NA
1298012,6,"Middlesex","Warwickshire","male","2022",2022-08-19,"Royal London One-Day Cup","Radlett Cricket Club, Radlett","Radlett","Warwickshire","field","Chris Watts","JD Shantry","JJ Swift","Middlesex",NA,128,NA,NA,NA,NA,NA
1298013,6,"Sussex","Somerset","male","2022",2022-08-19,"Royal London One-Day Cup","The Cooper Associates County Ground, Taunton","Taunton","Somerset","field","Naeem Ashraf","NGB Cook","DA Cosker","Sussex",NA,201,NA,NA,NA,NA,NA
1298014,6,"Surrey","Gloucestershire","male","2022",2022-08-19,"Royal London One-Day Cup","Kennington Oval, London","London","Surrey","bat","BJ Debenham","RA Kettleborough","SG Hinks","Gloucestershire",2,NA,NA,NA,NA,NA,NA
1298015,6,"Essex","Worcestershire","male","2022",2022-08-19,"Royal London One-Day Cup","County Ground, New Road, Worcester","Worcester","Worcestershire","field","GD Lloyd","NA Mallender","H Pack","Worcestershire",7,NA,NA,NA,NA,NA,NA
1298016,6,"Nottinghamshire","Leicestershire","male","2022",2022-08-20,"Royal London One-Day Cup","Grace Road, Leicester","Leicester","Leicestershire","field","BV Taylor","Mark Newell","SJ Davis","Nottinghamshire",NA,105,"D/L",NA,NA,NA,NA
1298017,6,"Derbyshire","Yorkshire","male","2022",2022-08-21,"Royal London One-Day Cup","Queen's Park, Chesterfield","Chesterfield","Yorkshire","field","SJ O'Shaughnessy","Surendiran Shanmugam","Wayne Noon","Yorkshire",1,NA,NA,NA,NA,NA,NA
1298018,6,"Essex","Hampshire","male","2022",2022-08-21,"Royal London One-Day Cup","The Rose Bowl, Southampton","Southampton","Essex","bat","Naeem Ashraf","RJ Bailey","Phil Whitticase","Hampshire",3,NA,NA,NA,NA,NA,NA
1298019,6,"Middlesex","Gloucestershire","male","2022",2022-08-21,"Royal London One-Day Cup","Radlett Cricket Club, Radlett","Radlett","Middlesex","bat","AC Harris","RA Kettleborough","JJ Swift","Gloucestershire",5,NA,NA,NA,NA,NA,NA
1298020,6,"Warwickshire","Durham","male","2022",2022-08-21,"Royal London One-Day Cup","Mitchells and Butlers' Ground, Birmingham","Birmingham","Durham","field","JD Shantry","PJ Hartley","DA Cosker","Warwickshire",NA,48,NA,NA,NA,NA,NA
1298021,6,"Lancashire","Kent","male","2022",2022-08-23,"Royal London One-Day Cup","St Lawrence Ground, Canterbury","Canterbury","Kent","field","ID Blackwell","JD Shantry","SJ Davis","Kent",2,NA,NA,NA,NA,NA,NA
1298022,6,"Durham","Leicestershire","male","2022",2022-08-23,"Royal London One-Day Cup","Grace Road, Leicester","Leicester","Leicestershire","field","N Pratt","PR Pollard","JJ Swift","Leicestershire",2,NA,NA,NA,NA,NA,NA
1298023,6,"Northamptonshire","Derbyshire","male","2022",2022-08-23,"Royal London One-Day Cup","County Ground, Northampton","Northampton","Northamptonshire","bat","AG Wharf","Hassan Adnan","SG Hinks","Derbyshire",8,NA,NA,NA,NA,NA,NA
1298024,6,"Surrey","Nottinghamshire","male","2022",2022-08-23,"Royal London One-Day Cup","Welbeck Abbey Cricket Ground","Welbeck","Nottinghamshire","field","AC Harris","SJ O'Shaughnessy","DA Cosker","Nottinghamshire",8,NA,NA,NA,NA,NA,NA
1298025,6,"Sussex","Middlesex","male","2022",2022-08-23,"Royal London One-Day Cup","County Ground, Hove","Brighton","Middlesex","field","Chris Watts","Surendiran Shanmugam","AM Smith (2)","Sussex",NA,157,NA,NA,NA,NA,NA
1298026,6,"Somerset","Warwickshire","male","2022",2022-08-23,"Royal London One-Day Cup","Mitchells and Butlers' Ground, Birmingham","Birmingham","Somerset","bat","RJ Bailey","Tom Lungley","Phil Whitticase","Somerset",NA,14,NA,NA,NA,NA,NA
1298027,6,"Glamorgan","Worcestershire","male","2022",2022-08-23,"Royal London One-Day Cup","County Ground, New Road, Worcester","Worcester","Worcestershire","field","NGB Cook","Rob White","PM Such","Glamorgan",NA,19,NA,NA,NA,NA,NA
1298028,6,"Hampshire","Yorkshire","male","2022",2022-08-23,"Royal London One-Day Cup","North Marine Road Ground, Scarborough","Scarborough","Yorkshire","field","DJ Millns","Naeem Ashraf","AJ Swann","Hampshire",NA,72,NA,NA,NA,NA,NA
1298029,6,"Nottinghamshire","Lancashire","male","2022",2022-08-26,"Royal London One-Day Cup","Stanley Park, Blackpool","Blackpool","Lancashire","field","Rob White","SJ O'Shaughnessy","JJ Whitaker","Lancashire",3,NA,NA,NA,NA,NA,NA
1298030,6,"Kent","Leicestershire","male","2022",2022-08-26,"Royal London One-Day Cup","Grace Road, Leicester","Leicester","Leicestershire","field","N Pratt","PK Baldwin","AM Smith (2)","Kent",NA,81,NA,NA,NA,NA,NA
1298031,6,"Hampshire","Kent","male","2022",2022-08-30,"Royal London One-Day Cup","The Rose Bowl, Southampton","Southampton","Kent","field","DJ Millns","James Middlebrook","WR Smith","Kent",3,NA,NA,NA,NA,NA,NA
1298032,6,"Lancashire","Sussex","male","2022",2022-08-30,"Royal London One-Day Cup","County Ground, Hove","Brighton","Lancashire","bat","PJ Hartley","RJ Bailey","PM Such","Lancashire",NA,65,NA,NA,NA,NA,NA
1347491,6,"Middlesex","Hampshire","male","2023",2023-08-01,"One-Day Cup","The Rose Bowl, Southampton","Southampton","Hampshire","field","NL Bainton","Rob White","IL Herbert","Hampshire",NA,18,"D/L",NA,NA,NA,NA
1347492,6,"Derbyshire","Gloucestershire","male","2023",2023-08-01,"One-Day Cup","College Ground, Cheltenham","Cheltenham","Gloucestershire","field","Mark Newell","RJ Bailey","JJ Swift","Gloucestershire",6,NA,NA,NA,NA,NA,NA
1347493,6,"Kent","Yorkshire","male","2023",2023-08-01,"One-Day Cup","North Marine Road Ground, Scarborough","Scarborough","Yorkshire","field","NA Mallender","Surendiran Shanmugam","DE Malcolm","Kent",NA,2,"D/L",NA,NA,NA,NA
1347494,6,"Worcestershire","Durham","male","2023",2023-08-01,"One-Day Cup","Riverside Ground, Chester-le-Street","Chester-le-Street","Durham","field","Naeem Ashraf","RA Kettleborough","SM Bartlett","Worcestershire",NA,42,NA,NA,NA,NA,NA
1347495,6,"Lancashire","Essex","male","2023",2023-08-01,"One-Day Cup","Sedbergh School","Sedbergh","Essex","field","N Pratt","PJ Hartley","PM Such",NA,NA,NA,NA,"no result",NA,NA,NA
1347496,6,"Surrey","Leicestershire","male","2023",2023-08-03,"One-Day Cup","Kennington Oval, London","London","Leicestershire","field","NL Bainton","P Mustard","SM Bartlett","Leicestershire",5,NA,NA,NA,NA,NA,NA
1347498,6,"Nottinghamshire","Essex","male","2023",2023-08-03,"One-Day Cup","County Ground, Chelmsford","Chelmsford","Essex","field","BJ Peverall","Surendiran Shanmugam","JJ Swift","Nottinghamshire",NA,168,NA,NA,NA,NA,NA
1347499,6,"Gloucestershire","Northamptonshire","male","2023",2023-08-04,"One-Day Cup","College Ground, Cheltenham","Cheltenham","Northamptonshire","field","Rob White","SD Hollingshead","DE Malcolm","Gloucestershire",NA,23,NA,NA,NA,NA,NA
1347500,6,"Glamorgan","Worcestershire","male","2023",2023-08-04,"One-Day Cup","County Ground, New Road, Worcester","Worcester","Worcestershire","field","JD Shantry","S Widdup","Phil Whitticase","Worcestershire",4,NA,NA,NA,NA,NA,NA
1347501,6,"Durham","Sussex","male","2023",2023-08-04,"One-Day Cup","County Ground, Hove","Brighton","Durham","bat","ID Blackwell","PD Nicholls","SG Hinks","Durham",NA,132,NA,NA,NA,NA,NA
1347502,6,"Somerset","Warwickshire","male","2023",2023-08-04,"One-Day Cup","The Cooper Associates County Ground, Taunton","Taunton","Warwickshire","field","AC Harris","JC Tredwell","AJ Swann","Warwickshire",4,NA,NA,NA,NA,NA,NA
1347505,6,"Somerset","Worcestershire","male","2023",2023-08-06,"One-Day Cup","The Cooper Associates County Ground, Taunton","Taunton","Somerset","bat","SD Hollingshead","S Widdup","AM Smith (2)","Somerset",NA,36,NA,NA,NA,NA,NA
1347506,6,"Sussex","Northamptonshire","male","2023",2023-08-06,"One-Day Cup","County Ground, Northampton","Northampton","Sussex","bat","AC Harris","Surendiran Shanmugam","JJ Swift","Northamptonshire",3,NA,"D/L",NA,NA,NA,NA
1347507,6,"Leicestershire","Kent","male","2023",2023-08-06,"One-Day Cup","Kent County Cricket Ground, Beckenham","Beckenham","Kent","field","AY Harris","Rob White","PM Such","Leicestershire",NA,264,NA,NA,NA,NA,NA
1347508,6,"Derbyshire","Glamorgan","male","2023",2023-08-06,"One-Day Cup","County Ground, Derby","Derby","Glamorgan","field","JC Tredwell","Mansoor Qureshi","WR Smith","Glamorgan",7,NA,NA,NA,NA,NA,NA
1347509,6,"Gloucestershire","Warwickshire","male","2023",2023-08-07,"One-Day Cup","Edgbaston, Birmingham","Birmingham","Warwickshire","field","GD Lloyd","N Pratt","IL Herbert","Warwickshire",8,NA,NA,NA,NA,NA,NA
1347510,6,"Essex","Hampshire","male","2023",2023-08-08,"One-Day Cup","The Rose Bowl, Southampton","Southampton","Essex","bat","JD Shantry","NJ Llong","SG Hinks","Hampshire",4,NA,NA,NA,NA,NA,NA
1347512,6,"Leicestershire","Nottinghamshire","male","2023",2023-08-08,"One-Day Cup","Grace Road, Leicester","Leicester","Nottinghamshire","field","S Redfern","Surendiran Shanmugam","JJ Whitaker","Nottinghamshire",4,NA,"D/L",NA,NA,NA,NA
1347513,6,"Lancashire","Kent","male","2023",2023-08-09,"One-Day Cup","Stanley Park, Blackpool","Blackpool","Kent","field","NA Mallender","SJ O'Shaughnessy","WR Smith","Lancashire",NA,125,NA,NA,NA,NA,NA
1347514,6,"Northamptonshire","Somerset","male","2023",2023-08-09,"One-Day Cup","County Ground, Northampton","Northampton","Northamptonshire","bat","JC Tredwell","Tom Lungley","JJ Swift","Northamptonshire",NA,87,NA,NA,NA,NA,NA
1347515,6,"Sussex","Derbyshire","male","2023",2023-08-09,"One-Day Cup","County Ground, Derby","Derby","Derbyshire","field","BJ Peverall","PJ Hartley","DE Malcolm","Derbyshire",8,NA,NA,NA,NA,NA,NA
1347516,6,"Warwickshire","Glamorgan","male","2023",2023-08-10,"One-Day Cup","The Gnoll, Neath","Neath","Glamorgan","field","Hassan Adnan","PK Baldwin","JJ Swift","Warwickshire",NA,24,NA,NA,NA,NA,NA
1347517,6,"Worcestershire","Gloucestershire","male","2023",2023-08-10,"One-Day Cup","County Ground, New Road, Worcester","Worcester","Gloucestershire","field","AY Harris","DJ Millns","SG Hinks","Worcestershire",NA,85,NA,NA,NA,NA,NA
1347518,6,"Leicestershire","Lancashire","male","2023",2023-08-11,"One-Day Cup","Old Trafford, Manchester","Manchester","Leicestershire","bat","AC Harris","JC Tredwell","IL Herbert","Leicestershire",NA,95,NA,NA,NA,NA,NA
1347519,6,"Kent","Surrey","male","2023",2023-08-11,"One-Day Cup","Kennington Oval, London","London","Kent","bat","NL Bainton","NJ Llong","H Pack","Kent",NA,87,NA,NA,NA,NA,NA
1347520,6,"Durham","Derbyshire","male","2023",2023-08-11,"One-Day Cup","Riverside Ground, Chester-le-Street","Chester-le-Street","Derbyshire","field","Mansoor Qureshi","S Widdup","DE Malcolm","Durham",NA,27,NA,NA,NA,NA,NA
1347521,6,"Essex","Middlesex","male","2023",2023-08-11,"One-Day Cup","County Ground, Chelmsford","Chelmsford","Essex","bat","Naeem Ashraf","PD Nicholls","SJ Davis","Essex",NA,3,NA,NA,NA,NA,NA
1347522,6,"Somerset","Sussex","male","2023",2023-08-11,"One-Day Cup","The Cooper Associates County Ground, Taunton","Taunton","Somerset","bat","BJ Peverall","Surendiran Shanmugam","AJ Swann","Sussex",4,NA,NA,NA,NA,NA,NA
1347523,6,"Hampshire","Nottinghamshire","male","2023",2023-08-11,"One-Day Cup","The John Fretwell Sporting Complex, Sookholme","Sookholme","Nottinghamshire","field","JD Shantry","PR Pollard","Phil Whitticase","Hampshire",NA,91,NA,NA,NA,NA,NA
1347524,6,"Hampshire","Leicestershire","male","2023",2023-08-13,"One-Day Cup","The Rose Bowl, Southampton","Southampton","Leicestershire","field","PK Baldwin","PD Nicholls","SM Bartlett","Leicestershire",4,NA,NA,NA,NA,NA,NA
1347525,6,"Worcestershire","Warwickshire","male","2023",2023-08-13,"One-Day Cup","County Ground, New Road, Worcester","Worcester","Warwickshire","field","Naeem Ashraf","Rob White","DA Cosker","Warwickshire",9,NA,NA,NA,NA,NA,NA
1347526,6,"Durham","Northamptonshire","male","2023",2023-08-13,"One-Day Cup","Riverside Ground, Chester-le-Street","Chester-le-Street","Durham","bat","AC Harris","Surendiran Shanmugam","JJ Swift","Northamptonshire",6,NA,NA,NA,NA,NA,NA
1347527,6,"Sussex","Glamorgan","male","2023",2023-08-13,"One-Day Cup","County Ground, Hove","Brighton","Sussex","bat","AY Harris","NJ Llong","SJ Davis","Glamorgan",4,NA,NA,NA,NA,NA,NA
1347528,6,"Essex","Yorkshire","male","2023",2023-08-13,"One-Day Cup","County Ground, Chelmsford","Chelmsford","Essex","bat","James Middlebrook","P Mustard","Phil Whitticase","Yorkshire",5,NA,NA,NA,NA,NA,NA
1347529,6,"Gloucestershire","Somerset","male","2023",2023-08-13,"One-Day Cup","County Ground, Bristol","Bristol","Somerset","field","Hassan Adnan","ID Blackwell","WR Smith","Gloucestershire",NA,198,NA,NA,NA,NA,NA
1347530,6,"Kent","Middlesex","male","2023",2023-08-13,"One-Day Cup","Kent County Cricket Ground, Beckenham","Beckenham","Kent","bat","BJ Debenham","JC Tredwell","SG Hinks","Kent",NA,133,NA,NA,NA,NA,NA
1347531,6,"Surrey","Nottinghamshire","male","2023",2023-08-13,"One-Day Cup","The John Fretwell Sporting Complex, Sookholme","Sookholme","Nottinghamshire","field","BJ Peverall","NA Mallender","IL Herbert","Surrey",NA,3,"D/L",NA,NA,NA,NA
1347532,6,"Derbyshire","Warwickshire","male","2023",2023-08-15,"One-Day Cup","Edgbaston, Birmingham","Birmingham","Derbyshire","bat","BJ Peverall","JC Tredwell","H Pack","Warwickshire",4,NA,NA,NA,NA,NA,NA
1347533,6,"Hampshire","Lancashire","male","2023",2023-08-15,"One-Day Cup","Old Trafford, Manchester","Manchester","Hampshire","bat","Hassan Adnan","James Middlebrook","DA Cosker","Hampshire",NA,11,NA,NA,NA,NA,NA
1347534,6,"Middlesex","Nottinghamshire","male","2023",2023-08-15,"One-Day Cup","Radlett Cricket Club, Radlett","Radlett","Nottinghamshire","field","MJ Saggers","PK Baldwin","PM Such","Middlesex",NA,134,NA,NA,NA,NA,NA
1347535,6,"Essex","Leicestershire","male","2023",2023-08-15,"One-Day Cup","Kibworth Cricket Club New Ground","Kibworth","Essex","bat","AC Harris","RJ Bailey","SJ Davis","Leicestershire",2,NA,NA,NA,NA,NA,NA
1347536,6,"Surrey","Yorkshire","male","2023",2023-08-15,"One-Day Cup","Clifton Park Ground, York","York","Yorkshire","field","NA Mallender","Surendiran Shanmugam","IL Herbert","Yorkshire",1,NA,NA,NA,NA,NA,NA
1347537,6,"Glamorgan","Gloucestershire","male","2023",2023-08-16,"One-Day Cup","Sophia Gardens, Cardiff","Cardiff","Glamorgan","bat","M Burns","Rob White","SG Hinks","Gloucestershire",5,NA,NA,NA,NA,NA,NA
1347538,6,"Northamptonshire","Worcestershire","male","2023",2023-08-16,"One-Day Cup","County Ground, Northampton","Northampton","Worcestershire","field","P Mustard","S Widdup","IL Herbert","Worcestershire",7,NA,NA,NA,NA,NA,NA
1347539,6,"Surrey","Lancashire","male","2023",2023-08-17,"One-Day Cup","Woodbridge Road, Guildford","Guildford","Lancashire","field","BJ Debenham","BJ Peverall","Wayne Noon","Lancashire",10,NA,NA,NA,NA,NA,NA
1347540,6,"Durham","Somerset","male","2023",2023-08-17,"One-Day Cup","Roseworth Terrace, Gosforth","Gosforth","Somerset","field","Hassan Adnan","NA Mallender","DA Cosker","Somerset",6,NA,NA,NA,NA,NA,NA
1347541,6,"Kent","Nottinghamshire","male","2023",2023-08-17,"One-Day Cup","St Lawrence Ground, Canterbury","Canterbury","Kent","bat","Mansoor Qureshi","PR Pollard","JJ Swift","Nottinghamshire",1,NA,NA,NA,NA,NA,NA
1347542,6,"Hampshire","Yorkshire","male","2023",2023-08-17,"One-Day Cup","Clifton Park Ground, York","York","Yorkshire","field","Naeem Ashraf","SJ O'Shaughnessy","AJ Swann","Hampshire",NA,177,NA,NA,NA,NA,NA
1347543,6,"Warwickshire","Northamptonshire","male","2023",2023-08-18,"One-Day Cup","Edgbaston, Birmingham","Birmingham","Northamptonshire","field","GD Lloyd","RA Kettleborough","SG Hinks","Warwickshire",NA,24,NA,NA,NA,NA,NA
1347544,6,"Gloucestershire","Sussex","male","2023",2023-08-18,"One-Day Cup","County Ground, Hove","Brighton","Sussex","field","Mark Newell","SD Hollingshead","PM Such","Gloucestershire",NA,166,NA,NA,NA,NA,NA
1347545,6,"Worcestershire","Derbyshire","male","2023",2023-08-18,"One-Day Cup","County Ground, Derby","Derby","Derbyshire","field","JD Shantry","RJ Bailey","IL Herbert","Worcestershire",NA,62,NA,NA,NA,NA,NA
1347546,6,"Middlesex","Leicestershire","male","2023",2023-08-18,"One-Day Cup","Grace Road, Leicester","Leicester","Leicestershire","field","AG Wharf","S Widdup","DE Malcolm","Leicestershire",NA,23,"D/L",NA,NA,NA,NA
1347547,6,"Durham","Warwickshire","male","2023",2023-08-20,"One-Day Cup","Edgbaston, Birmingham","Birmingham","Warwickshire","field","Naeem Ashraf","RJ Warren","SM Bartlett","Durham",NA,1,NA,NA,NA,NA,NA
1347548,6,"Sussex","Worcestershire","male","2023",2023-08-20,"One-Day Cup","County Ground, New Road, Worcester","Worcester","Sussex","bat","DJ Millns","PJ Hartley","JJ Swift","Worcestershire",8,NA,NA,NA,NA,NA,NA
1347549,6,"Lancashire","Middlesex","male","2023",2023-08-20,"One-Day Cup","Lord's, London","London","Lancashire","bat","BJ Debenham","NJ Llong","PM Such","Lancashire",NA,10,NA,NA,NA,NA,NA
1347550,6,"Surrey","Hampshire","male","2023",2023-08-20,"One-Day Cup","Woodbridge Road, Guildford","Guildford","Hampshire","field","PR Pollard","S Widdup","DE Malcolm","Hampshire",8,NA,NA,NA,NA,NA,NA
1347551,6,"Somerset","Glamorgan","male","2023",2023-08-20,"One-Day Cup","The Cooper Associates County Ground, Taunton","Taunton","Somerset","bat","BJ Peverall","ID Blackwell","AM Smith (2)","Glamorgan",2,NA,NA,NA,NA,NA,NA
1347552,6,"Northamptonshire","Derbyshire","male","2023",2023-08-20,"One-Day Cup","County Ground, Northampton","Northampton","Derbyshire","field","NA Mallender","Tom Lungley","IL Herbert","Derbyshire",4,NA,NA,NA,NA,NA,NA
1347553,6,"Kent","Essex","male","2023",2023-08-20,"One-Day Cup","St Lawrence Ground, Canterbury","Canterbury","Kent","bat","SD Hollingshead","S Redfern","AJ Swann","Kent",NA,60,NA,NA,NA,NA,NA
1347554,6,"Yorkshire","Leicestershire","male","2023",2023-08-20,"One-Day Cup","Grace Road, Leicester","Leicester","Leicestershire","field","N Pratt","SJ O'Shaughnessy","JJ Whitaker","Leicestershire",6,NA,NA,NA,NA,NA,NA
1347555,6,"Kent","Hampshire","male","2023",2023-08-22,"One-Day Cup","New Close County Cricket Ground, Newport, Isle-of-Wight","Newport","Kent","bat","BJ Peverall","Mark Newell","AM Smith","Hampshire",3,NA,NA,NA,NA,NA,NA
1347556,6,"Nottinghamshire","Lancashire","male","2023",2023-08-22,"One-Day Cup","The John Fretwell Sporting Complex, Sookholme","Sookholme","Nottinghamshire","bat","PJ Hartley","S Widdup","SG Hinks","Lancashire",7,NA,NA,NA,NA,NA,NA
1347557,6,"Northamptonshire","Glamorgan","male","2023",2023-08-22,"One-Day Cup","Sophia Gardens, Cardiff","Cardiff","Northamptonshire","bat","GD Lloyd","Naeem Ashraf","AJ Swann","Glamorgan",5,NA,NA,NA,NA,NA,NA
1347558,6,"Yorkshire","Middlesex","male","2023",2023-08-22,"One-Day Cup","Radlett Cricket Club, Radlett","Radlett","Yorkshire","bat","NL Bainton","RJ Bailey","JJ Swift","Middlesex",5,NA,NA,NA,NA,NA,NA
1347559,6,"Sussex","Warwickshire","male","2023",2023-08-22,"One-Day Cup","County Ground, Hove","Brighton","Warwickshire","field","AC Harris","ID Blackwell","DE Malcolm","Warwickshire",1,NA,NA,NA,NA,NA,NA
1347560,6,"Essex","Surrey","male","2023",2023-08-22,"One-Day Cup","County Ground, Chelmsford","Chelmsford","Surrey","field","NJ Llong","Tom Lungley","Phil Whitticase","Surrey",2,NA,NA,NA,NA,NA,NA
1347561,6,"Somerset","Derbyshire","male","2023",2023-08-22,"One-Day Cup","County Ground, Derby","Derby","Derbyshire","field","NA Mallender","S Redfern","JJ Whitaker","Somerset",NA,72,NA,NA,NA,NA,NA
1347562,6,"Durham","Gloucestershire","male","2023",2023-08-22,"One-Day Cup","County Ground, Bristol","Bristol","Durham","bat","RJ Warren","Surendiran Shanmugam","SJ Davis","Gloucestershire",7,NA,NA,NA,NA,NA,NA
1347563,6,"Lancashire","Gloucestershire","male","2023",2023-08-25,"One-Day Cup","County Ground, Bristol","Bristol","Lancashire","bat","Hassan Adnan","Surendiran Shanmugam","DA Cosker","Gloucestershire",8,NA,NA,NA,NA,NA,NA
1347564,6,"Hampshire","Worcestershire","male","2023",2023-08-25,"One-Day Cup","The Rose Bowl, Southampton","Southampton","Worcestershire","field","N Pratt","NJ Llong","SJ Davis","Hampshire",NA,10,NA,NA,NA,NA,NA
