"bowler","innings","Overs","Maidens","Runs","Wickets","Average","Economy","StrikeRate","DotBalls","FourWickets","FiveWickets","BestBowlinginnings"
"KA Levick",40,"333.1",18,1338,68,19.6764705882353,4.016008004002,29.3970588235294,1245,5,0,"4/28"
"KL Gordon",35,"335.5",38,1251,61,20.5081967213115,3.72506203473945,33.0327868852459,1332,5,0,"4/23"
"LCN Smith",35,"329.0",35,1207,57,21.1754385964912,3.66869300911854,34.6315789473684,1225,0,1,"5/34"
"GL Adams",40,"295.1",6,1272,57,22.3157894736842,4.30942970073405,31.0701754385965,916,2,0,"4/30"
"TG Norris",40,"290.4",17,1376,51,26.9803921568627,4.73394495412844,34.1960784313725,1071,3,0,"4/14"
"KE Bryce",32,"269.3",22,1081,45,24.0222222222222,4.01113172541744,35.9333333333333,1034,2,1,"5/29"
"GK Davis",24,"199.4",12,823,44,18.7045454545455,4.12186978297162,27.2272727272727,730,2,0,"4/19"
"D Gregory",35,"237.3",4,1096,41,26.7317073170732,4.61473684210526,34.7560975609756,749,3,0,"4/12"
"CE Dean",25,"222.5",13,889,40,22.225,3.98952879581152,33.425,809,1,0,"4/34"
"MK Villiers",28,"236.1",11,1170,39,30,4.95412844036697,36.3333333333333,791,1,0,"4/36"
"LF Higham",32,"216.4",16,991,38,26.0789473684211,4.57384615384615,34.2105263157895,745,0,1,"5/19"
"CM Taylor",22,"184.0",11,683,37,18.4594594594595,3.71195652173913,29.8378378378378,685,2,1,"6/34"
"HE Jones",27,"217.1",22,894,36,24.8333333333333,4.11665387567153,36.1944444444444,822,0,1,"5/33"
"G Ballinger",28,"213.4",18,1005,36,27.9166666666667,4.70358814352574,35.6111111111111,804,2,1,"5/29"
"PJ Scholfield",32,"189.1",12,838,34,24.6470588235294,4.42995594713656,33.3823529411765,659,0,0,"3/16"
"AN Davidson-Richards",31,"160.5",4,855,34,25.1470588235294,5.3160621761658,28.3823529411765,519,1,0,"4/33"
"EL Arlott",29,"228.0",13,980,34,28.8235294117647,4.29824561403509,40.2352941176471,863,1,1,"5/29"
"R MacDonald-Gay",22,"135.0",12,641,33,19.4242424242424,4.74814814814815,24.5454545454545,507,1,1,"5/31"
"BF Smith",31,"172.0",6,768,33,23.2727272727273,4.46511627906977,31.2727272727273,552,0,0,"3/13"
"A Hartley",19,"170.5",23,665,31,21.4516129032258,3.89268292682927,33.0645161290323,675,1,1,"6/24"
"HL Baker",20,"162.5",5,783,30,26.1,4.8085977482088,32.5666666666667,517,0,1,"5/45"
"KL Coppack",29,"173.4",12,878,30,29.2666666666667,5.05566218809981,34.7333333333333,687,1,0,"4/48"
"C Skelton",23,"168.5",6,843,29,29.0689655172414,4.99308983218164,34.9310344827586,505,0,1,"5/54"
"FMK Morris",30,"222.1",12,1025,29,35.3448275862069,4.61365341335334,45.9655172413793,758,0,1,"5/26"
"IECM Wong",23,"159.4",13,810,28,28.9285714285714,5.07306889352818,34.2142857142857,620,0,1,"5/49"
"L Filer",23,"148.0",6,830,28,29.6428571428571,5.60810810810811,31.7142857142857,538,0,0,"3/35"
"S Munro",24,"166.0",8,763,26,29.3461538461538,4.59638554216868,38.3076923076923,617,0,0,"3/28"
"E Gray",19,"121.1",7,517,25,20.68,4.26685006877579,29.08,457,1,0,"4/31"
"HJ Armitage",24,"124.5",3,669,25,26.76,5.35914552736983,29.96,365,0,0,"3/37"
"KL George",24,"165.2",5,862,25,34.48,5.21370967741935,39.68,569,0,0,"3/30"
"G Scrivens",30,"209.3",12,933,25,37.32,4.45346062052506,50.28,705,2,0,"4/20"
"Sophia Smale",23,"185.1",8,891,24,37.125,4.81188118811881,46.2916666666667,627,1,0,"4/34"
"J Grewcock",13,"113.0",8,443,23,19.2608695652174,3.92035398230089,29.4782608695652,412,1,0,"4/45"
"EA Burns",11,"107.0",4,462,23,20.0869565217391,4.31775700934579,27.9130434782609,370,1,1,"5/36"
"BA Langston",17,"132.5",15,504,23,21.9130434782609,3.79422835633626,34.6521739130435,553,0,0,"3/18"
"PA Franklin",21,"126.0",5,522,23,22.695652173913,4.14285714285714,32.8695652173913,474,0,0,"3/18"
"G Potts",23,"172.5",15,743,23,32.304347826087,4.29893924783028,45.0869565217391,675,0,0,"3/46"
"NE Farrant",15,"117.4",12,479,22,21.7727272727273,4.07082152974504,32.0909090909091,451,1,1,"5/33"
"LK Bell",16,"134.0",11,584,22,26.5454545454545,4.35820895522388,36.5454545454545,550,2,0,"4/36"
"KS Castle",25,"142.4",4,712,22,32.3636363636364,4.99065420560748,38.9090909090909,459,0,0,"3/40"
"S Glenn",13,"103.0",10,342,21,16.2857142857143,3.32038834951456,29.4285714285714,415,2,0,"4/22"
"T Graves",21,"109.0",1,508,21,24.1904761904762,4.6605504587156,31.1428571428571,363,1,0,"4/39"
"FR Davies",20,"151.5",22,674,21,32.0952380952381,4.4390779363337,43.3809523809524,580,0,0,"3/27"
"KL Cross",12,"112.1",8,479,20,23.95,4.2704309063893,33.65,442,0,0,"3/21"
"GM Hennessy",13,"110.1",3,538,20,26.9,4.88350983358548,33.05,371,1,0,"4/31"
"DR Gibson",20,"135.2",5,728,20,36.4,5.37931034482759,40.6,504,0,0,"3/42"
"PC Graham",27,"185.1",8,843,20,42.15,4.55265526552655,55.55,722,0,0,"3/44"
"S Ecclestone",8,"78.2",10,245,19,12.8947368421053,3.12765957446809,24.7368421052632,347,0,0,"3/16"
"A Stonehouse",22,"111.0",9,530,19,27.8947368421053,4.77477477477477,35.0526315789474,431,0,0,"3/27"
"RA Fackrell",18,"110.3",4,580,19,30.5263157894737,5.24886877828054,34.8947368421053,332,1,0,"4/34"
"J Gardner",21,"109.2",0,597,19,31.4210526315789,5.46036585365854,34.5263157894737,351,0,0,"3/45"
"A Griffiths",25,"146.1",4,817,19,43,5.58950969213227,46.1578947368421,465,0,0,"2/25"
"N de Klerk",13,"95.1",7,416,18,23.1111111111111,4.37127845884413,31.7222222222222,367,0,1,"7/33"
"J Groves",13,"85.0",4,483,18,26.8333333333333,5.68235294117647,28.3333333333333,277,0,0,"3/39"
"L Jackson",15,"109.5",5,512,18,28.4444444444444,4.66160849772382,36.6111111111111,422,0,0,"3/35"
"MLL Taylor",18,"145.5",3,771,18,42.8333333333333,5.28685714285714,48.6111111111111,473,1,0,"4/39"
"JL Gunn",14,"99.5",5,378,17,22.2352941176471,3.78631051752922,35.2352941176471,369,0,0,"3/10"
"GA Elwiss",19,"130.2",10,565,17,33.2352941176471,4.33503836317136,46,447,0,0,"3/37"
"JA Woolston",16,"95.0",4,442,16,27.625,4.65263157894737,35.625,368,0,1,"5/37"
"EA Russell",13,"94.2",5,459,16,28.6875,4.86572438162544,35.375,340,1,0,"4/28"
"ND Dattani",30,"154.5",2,908,16,56.75,5.86437029063509,58.0625,500,1,0,"4/16"
"PE Turner",10,"74.0",3,366,15,24.4,4.94594594594595,29.6,239,0,0,"3/18"
"Sonali Patel",11,"65.5",2,369,15,24.6,5.60506329113924,26.3333333333333,224,2,0,"4/40"
"A Capsey",15,"82.5",2,384,15,25.6,4.63581488933602,33.1333333333333,272,0,1,"6/28"
"LE Scott",18,"115.3",3,574,15,38.2666666666667,4.96969696969697,46.2,440,0,0,"3/33"
"S Ismail",4,"32.5",5,82,14,5.85714285714286,2.49746192893401,14.0714285714286,157,1,1,"5/25"
"O Bell",5,"42.1",7,158,14,11.2857142857143,3.74703557312253,18.0714285714286,166,2,0,"4/23"
"NM Hancock",6,"50.0",3,210,14,15,4.2,21.4285714285714,191,0,0,"3/15"
"B Ellis",17,"100.5",0,488,14,34.8571428571429,4.8396694214876,43.2142857142857,303,0,0,"3/25"
"L Heap",8,"46.0",2,235,13,18.0769230769231,5.10869565217391,21.2307692307692,162,0,0,"3/34"
"P Cleary",9,"78.0",1,405,13,31.1538461538462,5.19230769230769,36,280,0,0,"3/43"
"Poonam Yadav",4,"29.0",12,49,12,4.08333333333333,1.68965517241379,14.5,149,1,1,"5/19"
"AH Maqsood",10,"51.2",1,255,12,21.25,4.96753246753247,25.6666666666667,169,1,1,"5/30"
"S Turner",9,"57.4",3,333,12,27.75,5.77456647398844,28.8333333333333,180,0,0,"2/26"
"N Boochatham",7,"63.0",14,168,11,15.2727272727273,2.66666666666667,34.3636363636364,272,1,1,"5/26"
"GE Hall",8,"47.4",0,265,11,24.0909090909091,5.55944055944056,26,139,2,0,"4/33"
"A Glen",8,"59.5",2,294,11,26.7272727272727,4.91364902506964,32.6363636363636,200,0,0,"3/42"
"B Miles",10,"61.0",3,307,11,27.9090909090909,5.0327868852459,33.2727272727273,202,0,0,"3/15"
"Nashra Sandhu",4,"31.0",11,54,10,5.4,1.74193548387097,18.6,159,0,1,"5/11"
"KH Brunt",5,"44.0",9,153,10,15.3,3.47727272727273,26.4,200,1,0,"4/23"
"L Tshuma",7,"60.0",2,194,10,19.4,3.23333333333333,36,226,0,0,"3/19"
"CR Knott",6,"51.0",0,246,10,24.6,4.82352941176471,30.6,156,0,0,"3/35"
"P Marange",13,"83.1",9,277,10,27.7,3.33066132264529,49.9,340,1,0,"4/32"
"A Lee",8,"72.1",2,301,10,30.1,4.17090069284065,43.3,243,0,0,"2/33"
"M Gaur",9,"68.0",5,303,10,30.3,4.45588235294118,40.8,262,0,0,"3/33"
"AZ Monaghan",15,"65.0",1,373,10,37.3,5.73846153846154,39,187,0,0,"2/19"
"VN Watts",4,"25.0",4,59,9,6.55555555555556,2.36,16.6666666666667,117,0,1,"5/5"
"CA Henry",4,"24.0",4,84,9,9.33333333333333,3.5,16,107,0,1,"5/18"
"A Patel",6,"51.0",3,219,9,24.3333333333333,4.29411764705882,34,189,0,0,"3/49"
"A Wellington",6,"58.0",2,238,9,26.4444444444444,4.10344827586207,38.6666666666667,212,0,0,"3/30"
"LM Kasperek",7,"52.0",0,243,9,27,4.67307692307692,34.6666666666667,160,0,0,"3/39"
"N Mutasa",9,"48.3",3,251,9,27.8888888888889,5.17525773195876,32.3333333333333,182,1,0,"4/28"
"N Harvey",9,"64.3",2,293,9,32.5555555555556,4.54263565891473,43,203,0,0,"3/32"
"N Holland",14,"55.4",2,392,9,43.5555555555556,7.04191616766467,37.1111111111111,147,0,0,"2/17"
"EL Lamb",15,"84.4",5,435,9,48.3333333333333,5.13779527559055,56.4444444444444,282,0,0,"3/26"
"DB Sharma",3,"21.1",5,39,8,4.875,1.84251968503937,15.875,106,1,0,"4/17"
"HK Matthews",3,"20.0",3,52,8,6.5,2.6,15,84,0,0,"3/16"
"P Siaka",2,"17.0",2,53,8,6.625,3.11764705882353,12.75,69,0,1,"6/19"
"M Kelly",8,"34.3",2,159,8,19.875,4.60869565217391,25.875,108,0,0,"2/7"
"S Tippoch",8,"59.0",8,171,8,21.375,2.89830508474576,44.25,246,0,0,"2/1"
"S Laomi",8,"56.3",5,249,8,31.125,4.4070796460177,42.375,190,0,0,"2/51"
"T Granger",8,"61.2",4,280,8,35,4.56521739130435,46,225,1,0,"4/24"
"EK Marlow",9,"62.0",2,312,8,39,5.03225806451613,46.5,207,0,0,"3/40"
"C Nicholas",11,"73.3",2,404,8,50.5,5.49659863945578,55.125,252,0,0,"2/60"
"RS Gayakwad",3,"21.0",5,61,7,8.71428571428571,2.9047619047619,18,105,0,0,"3/25"
"Salma Khatun",4,"36.0",11,68,7,9.71428571428571,1.88888888888889,30.8571428571429,176,0,0,"3/21"
"I Ranaweera",3,"30.0",5,74,7,10.5714285714286,2.46666666666667,25.7142857142857,128,1,0,"4/18"
"KJ Wolfe",6,"44.2",4,213,7,30.4285714285714,4.80451127819549,38,169,0,0,"2/34"
"HV Jones",6,"52.5",1,232,7,33.1428571428571,4.39116719242902,45.2857142857143,184,0,0,"2/34"
"CK Boycott",9,"61.0",2,281,7,40.1428571428571,4.60655737704918,52.2857142857143,209,1,0,"4/40"
"N Harman",10,"49.0",0,285,7,40.7142857142857,5.81632653061224,42,136,0,0,"2/47"
"DJS Dottin",9,"52.5",1,340,7,48.5714285714286,6.43533123028391,45.2857142857143,171,0,0,"3/49"
"MJ Robbins",14,"78.0",6,433,7,61.8571428571429,5.55128205128205,66.8571428571429,282,0,0,"2/23"
"SR Taylor",3,"16.4",2,57,6,9.5,3.42,16.6666666666667,70,0,0,"3/13"
"Rumana Ahmed",4,"28.2",4,65,6,10.8333333333333,2.29411764705882,28.3333333333333,128,0,0,"2/11"
"AA Alleyne",3,"15.0",2,71,6,11.8333333333333,4.73333333333333,15,63,1,0,"4/31"
"S Siegers",3,"20.5",2,80,6,13.3333333333333,3.84,20.8333333333333,83,1,0,"4/24"
"M Chaudhary",2,"20.0",2,110,6,18.3333333333333,5.5,20,72,1,0,"4/46"
"C de Lange",2,"20.0",0,124,6,20.6666666666667,6.2,20,64,1,0,"4/64"
"Y Graves",6,"38.0",1,179,6,29.8333333333333,4.71052631578947,38,116,0,0,"3/43"
"CL Tryon",8,"55.3",3,249,6,41.5,4.48648648648649,55.5,186,1,0,"4/16"
"AJ Macleod",9,"46.0",0,250,6,41.6666666666667,5.43478260869565,46,131,0,0,"2/64"
"J Nkomo",12,"83.5",3,429,6,71.5,5.11729622266402,83.8333333333333,318,0,0,"2/31"
"Sana Mir",1,"10.0",3,14,5,2.8,1.4,12,52,0,1,"5/14"
"TD Smartt",2,"12.1",2,22,5,4.4,1.80821917808219,14.6,58,1,0,"4/12"
"M Joshi",3,"16.0",7,29,5,5.8,1.8125,19.2,84,0,0,"3/4"
"K McGill",3,"15.2",1,60,5,12,3.91304347826087,18.4,63,0,0,"3/12"
"CJ Metcalfe",2,"18.0",2,63,5,12.6,3.5,21.6,77,0,0,"3/38"
"A Williams",3,"17.3",0,76,5,15.2,4.34285714285714,21,72,0,0,"3/22"
"SIR Dunkley",3,"19.0",0,83,5,16.6,4.36842105263158,22.8,71,0,0,"2/22"
"T Putthawong",4,"34.0",5,84,5,16.8,2.47058823529412,40.8,150,0,1,"5/18"
"AD Presland",5,"31.0",0,141,5,28.2,4.54838709677419,37.2,108,0,0,"3/26"
"S Hutchins",5,"36.0",4,157,5,31.4,4.36111111111111,43.2,135,0,0,"2/27"
"M Brown",4,"33.0",1,167,5,33.4,5.06060606060606,39.6,115,0,0,"3/52"
"C Sutthiruang",8,"37.0",3,178,5,35.6,4.81081081081081,44.4,136,0,0,"2/57"
"A Surenkumar",7,"32.3",0,182,5,36.4,5.6,39,94,0,0,"2/37"
